stimulus,confidence,property
6_ajo-removebg-preview (1),0.8576150539464649,0.25107205651281783
tomate (1) (1),0.5944180664149866,0.5706682018374015
1_calabacines (1),0.12239534666295687,0.32605144939233976
5_berenjena,0.4559307379282557,0.25337099240474403
2_mango,0.7621328885183393,0.7726477416206284
4_pimiento,0.24534267580283436,0.5835793311221067
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.905644692445849,0.7471950922640186
3_fresas,0.44704470776616495,0.892275877524025
3_calabaza-removebg-preview,0.8129491475752492,0.42812307074612965
2_edamame-removebg-preview,0.454723507561711,0.6056255668763149
1_aguacate-removebg-preview,0.5150447672009801,0.7331596087415447
2_nispero-removebg-preview,0.5224969657468915,0.6637879697299836
3_brocoli-removebg-preview,0.6724792668851668,0.38713490449062515
0_pepino-removebg-preview,0.33377596032051465,0.3066017991222416
1_perejil-removebg-preview,0.4518945939023193,0.4833809345859913
5_repollo,0.29570838178283837,0.4884310272887199
melocoton-1-removebg-preview,0.6820276722637656,0.6763925977460017
0_higo-removebg-preview,0.3578972007871739,0.6690408399845444
7_remolacha-removebg-preview,0.5536544675272561,0.3470626532533906
manzana-removebg-preview,0.7740519267168967,0.11396309143673977
0_champinones-removebg-preview,0.4464861130590931,0.37874215950793344
